España|Madrid|Museo Nacional del Prado|https://www.inexhibit.com/wp-content/uploads/2014/07/Museo-del-Prado-Madrid-04.jpg|https://www.museodelprado.es/
España|Madrid|Museo de Historia de Madrid|https://ilusiona2blog.files.wordpress.com/2015/01/museo-de-historia-madrid-carmina-baker-fachada.jpg|http://museomadrid.com/museo-de-historia/
España|Madrid|Museo Thyssen-Bornemisza|http://www.spainisculture.com/export/sites/cultura/multimedia/galerias/museos/Museo_Thyssen_Bornemisza_edificio_palacio_villahermosa_m.jpg_1306973099.jpg|https://www.museothyssen.org/
España|Madrid|Museo Reina Sofía|http://www.fond-ecran-image.com/photo-espagne/photo-musee-centro-arte-reina-sofia/01.jpg|http://www.museoreinasofia.es
España|Madrid|Museo Nacional de Antropología de Madrid|https://media-cdn.tripadvisor.com/media/photo-s/02/7c/e3/05/museo-nacional-de-antropologia.jpg|http://mnantropologia.mcu.es
España|Madrid|Museo Cerralbo|https://blog.esmadrid.com/blog/es/wp-content/uploads/2014/06/museo-cerralbo.jpg|http://museocerralbo.mcu.es
España|Madrid|Museo Sorolla|https://www.citylifemadrid.com/wp-content/uploads/Museo-Sorolla-6.jpg|http://museosorolla.mcu.es
España|Madrid|Museo Romanticismo Madrid|http://epoca1.valenciaplaza.com/bd/imagenes/imagen45798g.jpg|http://museoromanticismo.mcu.es
España|Madrid|Museo de América Madrid|https://upload.wikimedia.org/wikipedia/commons/1/1d/Museo_de_Am%C3%A9rica_de_Madrid_-_02.jpg|http://www.mecd.gob.es/museodeamerica
España|Madrid|Museo del Traje Madrid|http://www.gomadrid.com/museums/museo-traje.jpg|http://museodeltraje.mcu.es
España|Madrid|Museo Lázaro Galdiano|https://www.codart.nl/wp-content/uploads/2016/11/148046443517679421.jpg|http://www.flg.es
España|Madrid|Museo del Ferrocarril Madrid|http://2.bp.blogspot.com/-KiOMThUn7cc/UO1Td42AGKI/AAAAAAAAAQA/eInf7vEo93U/s1600/100_3190.JPG|http://www.museodelferrocarril.org
España|Madrid|Museo del Aire Madrid|https://media-cdn.tripadvisor.com/media/photo-s/03/1c/ff/70/museo-del-aire.jpg|http://www.ejercitodelaire.mde.es
España|Madrid|Museo Naval Madrid|http://www.modelships.de/Museums_and_replicas/Museo_Naval_Madrid/gmIMG_2483.jpg|http://www.fundacionmuseonaval.com
España|Madrid|Real Academia de Bellas Artes|https://media-cdn.tripadvisor.com/media/photo-s/01/70/fc/5b/bellas-artes.jpg|http://www.realacademiabellasartessanfernando.com
